"ch1","ch2","ch3","ch4","ch5","ch6","ch7","ch8","ch9"
-0.8,1.8,-9.7,-1,7.9,-1.3,22.6,-36.9,66.2
-0.7,1.8,-9.6,-0.7,8.5,-0.9,23.4,-37.6,67.5
-0.7,1.9,-9.5,-1.8,9.5,-0.6,23.4,-37.6,67.5
-0.7,1.8,-9.6,-3.2,10,-1.4,23,-38,65.9
-0.5,1.6,-9.5,-2.1,9.4,-1.4,23,-38,65.9
-0.4,1.8,-9.6,-0.6,10.7,-0.8,23,-37.2,66.7
-0.4,1.9,-9.6,-1.2,12.7,0.2,23,-37.2,66.7
-0.4,1.8,-9.6,-1.8,12.9,-0.1,21.1,-37.2,67.1
-0.4,1.8,-9.5,-0.8,13.4,0.2,21.1,-37.2,67.1
-0.4,1.8,-9.6,-0.9,15.9,-0.2,20.7,-37.6,67.9
-0.4,1.7,-9.6,1.5,15.4,-0.4,20.7,-37.6,67.9
-0.2,1.6,-9.6,6.1,14.2,-0.2,19.2,-37.2,67.5
-0.1,1.7,-9.8,8.9,15.8,-0.4,19.2,-37.2,67.5
-0.1,1.9,-9.8,8,15.4,-0.3,18.9,-36.5,67.9
-0.1,2,-9.8,1.8,15.8,-0.3,18.9,-36.5,67.9
-0.1,1.9,-9.8,-3.5,15.7,-0.7,18.9,-36.5,68.2
0,1.4,-9.9,-2.4,13.6,-0.3,18.9,-36.5,68.2
0.1,1.9,-9.6,0.8,12.7,0.9,17.8,-36.5,67.9
0.1,1.9,-9.7,-1.9,15.7,-0.7,17.8,-36.5,67.9
0.1,1.7,-9.8,-2.1,13.4,-0.8,16.2,-36.9,68.2
0.2,1.6,-9.9,-1,11.6,-1.6,16.2,-36.9,68.2
0.3,1.7,-10,1.3,9.4,-1.6,15.5,-36.9,69
0.4,1.7,-9.8,2.3,9.1,-0.6,15.5,-36.9,69
0.4,1.9,-9.8,1.1,10.8,0.3,14.8,-36.9,68.7
0.3,1.8,-9.9,0.6,11.2,0.2,14.8,-36.9,68.7
0.3,1.8,-9.8,1.4,10.8,-0.5,13.7,-35.7,68.7
0.5,1.8,-9.8,1.6,9.9,-0.6,13.7,-35.7,68.7
0.5,1.9,-9.7,1.4,9.3,-0.7,13.7,-37.2,69.1
0.5,1.8,-9.9,-2.1,7.7,-0.6,13.7,-37.2,69.1
0.6,1.6,-9.9,-3.3,6.9,-2.4,12.2,-37.6,69.5
0.7,1.7,-9.7,1.4,6.2,-0.6,12.2,-37.6,69.5
0.6,2,-9.6,1.8,7.6,-0.1,12.5,-36.5,69.1
0.6,1.9,-9.6,-2.8,9.8,-0.4,12.5,-36.5,69.1
0.6,1.7,-9.7,-3.9,8.9,-1.2,11.1,-35.7,69.5
0.8,1.6,-9.8,-0.3,6.1,-1.8,11.1,-35.7,69.5
0.9,1.8,-9.6,1.6,5.7,-1.4,11.4,-36.9,69.9
0.9,2.1,-9.6,-1.9,8.2,-0.4,11.4,-36.9,69.9
0.9,1.9,-9.6,-6,8.9,-0.6,11.4,-37.6,69.5
0.9,1.5,-9.7,-5.2,9.8,-0.9,11.4,-37.6,69.5
1,1.8,-9.5,-0.7,10.5,0.2,11.1,-37.6,69
0.9,2.1,-9.6,-1.4,12.8,-0.1,11.1,-37.6,69
1,1.8,-9.7,-3.8,11.8,-0.9,10,-36.9,68.7
1.1,1.6,-9.8,-0.8,8.6,-1.5,10,-36.9,68.7
1.2,1.9,-9.7,0.4,9.5,-0.8,9.6,-37.2,70.2
1.2,2.1,-9.8,-1.6,9.9,-0.4,9.6,-37.2,70.2
1.2,1.8,-9.8,-2.9,9.4,-0.6,8.5,-38,69.9
1.2,1.8,-9.8,-0.9,9.1,-0.2,8.5,-38,69.9
1.2,1.9,-9.6,-0.4,9.9,-0.1,9.2,-37.2,69.5
1.1,2,-9.6,-2.9,10.8,-1.1,9.2,-37.2,69.5
1.2,1.7,-9.7,-1.6,9.1,-1.3,7,-37.2,69.5
1.3,1.7,-9.7,1.5,8,-0.6,7,-37.2,69.5
1.4,2.1,-9.6,-0.6,8.1,-0.7,7.4,-38.7,69.9
1.4,1.9,-9.8,-1.9,8.6,-3.2,7.4,-38.7,69.9
1.6,1.8,-9.7,-0.8,5.2,0.1,6.2,-38,70.7
1.5,1.9,-9.7,-1.2,8.6,0,6.2,-38,70.7
1.4,2,-9.7,-1.5,8.3,0.6,6.6,-38,70.2
1.5,1.9,-9.5,-1.6,7.4,-0.3,6.6,-38,70.2
1.5,1.9,-9.6,-1.9,9.2,-0.1,5.2,-38,69.9
1.5,1.9,-9.6,-0.8,11.1,0.1,5.2,-38,69.9
1.5,1.8,-9.6,1.4,10.6,0.5,4.4,-38,71
1.6,2.2,-9.5,1.4,7.8,-0.1,4.4,-38,71
1.7,2.3,-9.6,-5.1,3.8,-0.5,4.1,-38.4,69.9
1.8,1.9,-9.7,-7.1,0.9,-1.4,4.1,-38.4,69.9
1.9,1.6,-9.8,-3.1,2.3,-1.4,4.1,-38,70.2
2,1.7,-9.9,-0.1,5.6,-0.7,4.1,-38,70.2
2,1.9,-9.8,1.4,12.6,3.2,4.1,-38,70.2
1.8,2.4,-9.7,-0.4,14.6,3.4,3.8,-38.7,70.8
1.6,2.5,-9.7,-7.6,10.7,3.7,3.8,-38.7,70.8
1.8,2,-9.6,-7.4,6,2.9,2.6,-38.7,70
1.9,2.1,-9.3,-5.8,5.5,2.4,2.6,-38.7,70
1.9,2.3,-9.3,-7.2,8.3,3.3,2.2,-38.7,69.6
1.8,2,-9.3,-8.6,10.4,4.1,2.2,-38.7,69.6
1.9,1.8,-9.4,-8,10.6,2.8,1.9,-39.1,69.6
1.9,1.7,-9.5,-5.2,9.8,2.4,1.9,-39.1,69.6
2.1,1.9,-9.5,-1.6,7.7,1.9,1.1,-40.6,70
2.2,1.9,-9.6,-2.6,8.2,1.6,1.1,-40.6,70
2.2,1.9,-9.5,-3.1,8.9,2.1,0.4,-41.2,69.2
2.3,1.9,-9.3,-1.7,7.5,2.5,0.4,-41.2,69.2
2.4,2.2,-9.1,-0.9,5.9,1.6,-0.4,-40.6,70
2.5,2.2,-9.3,-2.4,7.5,1.4,-0.4,-40.6,70
2.8,2.4,-9,-1.5,15.1,4.2,-0.7,-40.2,69.6
2.7,2.6,-8.8,-2.9,22.5,3.3,-0.7,-40.2,69.6
2.9,2.6,-8.8,-6.4,28.1,7.5,-1.1,-40.6,69.6
2.8,2.3,-9.2,-4.2,28.9,8.9,-1.1,-40.6,69.6
2.8,2.6,-9.1,-3.2,30.6,6.9,-2.2,-41,69.2
2.8,2.4,-9.5,-4.6,28.2,6.2,-2.2,-41,69.2
2.9,2.2,-9.5,-3.4,22.2,3.2,-5.2,-40.6,70.4
3,2.4,-9.4,-4.1,21.2,0.7,-5.2,-40.6,70.4
3.2,2.2,-9.5,-8.5,26.1,2,-7.8,-42.1,68.4
3,1.9,-9.4,-6.2,27.2,1.6,-7.8,-42.1,68.4
2.9,2,-9.4,-1.9,18.5,0.3,-9.2,-42.1,68.8
3.4,2.3,-9.3,-3.6,16,0.7,-9.2,-42.1,68.8
3.8,2.2,-9.2,-3.9,16.1,4.5,-10.4,-42.4,68.8
3.8,2.4,-8.9,-3.9,19.4,5.8,-10.4,-42.4,68.8
3.6,2.6,-8.8,-8.1,19.7,7.1,-11.8,-42.1,68.5
3.7,2.5,-8.8,-12.8,22.9,7.2,-11.8,-42.1,68.5
3.6,2.1,-9.2,-8.8,22.1,7.1,-13.2,-41.7,67.7
3.8,2.4,-9.1,-0.5,20.4,5.3,-13.2,-41.7,67.7
3.9,2.8,-8.8,2,17.4,2.3,-14,-43.2,68.5
4,2.8,-8.8,-2.2,15.1,2.3,-14,-43.2,68.5
4.1,2.6,-8.8,-7.6,15.9,1.1,-15.5,-42.8,67.7
4.2,2.3,-8.9,-6,17.3,1.8,-15.5,-42.8,67.7
4.4,2.2,-9.1,-1.9,17,1.9,-17.6,-43.2,66.5
4.4,2.7,-8.9,0.8,19.6,2.6,-17.6,-43.2,66.5
4.2,2.9,-8.7,-3.6,19.1,3.6,-17.6,-43.2,66.5
4,2.8,-8.9,-7.9,13.1,3.5,-17.6,-43.2,66.5
4.4,2.8,-8.9,-10.8,14.7,3,-19.5,-43.6,66.5
4.4,2.4,-8.9,-7.6,17.4,2.8,-19.5,-43.6,66.5
4.5,2.7,-8.7,-1.7,16.8,1.8,-21.2,-43.9,65.7
4.4,3,-8.7,-3.3,13.5,0.1,-21.2,-43.9,65.7
4.6,2.8,-8.7,-9,12.1,0.3,-21.2,-44.2,65.4
4.5,2.5,-8.7,-9.4,11.3,-1.1,-21.2,-44.2,65.4
4.6,2.4,-8.6,-7.1,9.9,-1.8,-22.5,-44.7,64.7
4.7,2.3,-8.3,-2.4,0.5,-0.8,-22.5,-44.7,64.7
5.1,2.6,-8.3,0.4,1.2,-1.4,-23.5,-45.1,64.2
5,2.8,-8.2,-4.1,9.1,0.1,-23.5,-45.1,64.2
5,2.6,-8.3,-7.8,9.4,0.2,-22.8,-44.2,65
5.1,2.2,-8.6,-4.1,8.2,0.4,-22.8,-44.2,65
5.1,2.6,-8.6,2.8,10.2,-0.4,-23.2,-46.2,64.2
5,2.9,-8.3,3.1,10.1,0.6,-23.2,-46.2,64.2
5,3,-8,-2.9,8.2,1.6,-24.7,-45.8,63.5
5,2.8,-8.1,-10.4,6.3,2.3,-24.7,-45.8,63.5
5,2.7,-8.2,-10.6,6.1,2.3,-24.7,-46.2,64.2
5,2.6,-8.5,-6.5,7.1,2,-24.7,-46.2,64.2
5,2.7,-8.4,1.9,8.8,0.4,-25.4,-46.2,63.5
5.1,2.8,-8.2,3.2,8.8,0.1,-25.4,-46.2,63.5
5.1,2.9,-8.1,2.4,7.6,0.9,-26.2,-45.4,63.8
5,3.1,-8.3,-1.6,5.9,2.5,-26.2,-45.4,63.8
5.3,3.2,-8.2,-10.8,2.1,3.8,-26.1,-45.8,63.8
5.3,2.5,-8.3,-11.4,8.6,3.4,-26.1,-45.8,63.8
5.2,2.4,-8.2,0.7,11.1,1.2,-26.8,-45.8,63.8
5.1,3.2,-7.9,4.9,12,-1,-26.8,-45.8,63.8
5.3,3.4,-7.4,-0.3,7.4,0.1,-27.2,-46.2,61.8
5.5,2.6,-7.9,-17.1,10.4,1.1,-27.2,-46.2,61.8
5.4,2.3,-8.1,-15.9,13.4,2.1,-27.9,-45.8,61.5
5.5,2.5,-8.2,-0.8,14.7,-0.1,-27.9,-45.8,61.5
5.3,3,-8.2,6.3,13.8,-1.4,-28.2,-47.2,61.5
5.9,3.2,-8,4.2,4.7,0.1,-28.2,-47.2,61.5
5.9,3,-8,-4.6,8.1,-0.7,-29.1,-47.7,60.7
5.4,2.5,-8.1,-4.8,11.5,0.2,-29.1,-47.7,60.7
5.4,2.6,-7.9,2.1,8.7,-1.2,-29.4,-46.9,60.7
5.1,3.1,-7.8,8.4,6.3,-2.1,-29.4,-46.9,60.7
5.2,3.2,-7.4,7.6,-0.8,-1.3,-30.9,-46.6,60.2
5.8,3.1,-7.5,-3.3,0.5,-0.1,-30.9,-46.6,60.2
5.3,2.6,-7.8,-5.4,10.6,1.4,-30.5,-46.6,60.2
5.1,2.6,-7.9,3.7,13.9,-0.2,-30.5,-46.6,60.2
5.4,3.2,-7.6,8,11.9,-2.2,-30.9,-47.2,60.8
5.4,3.2,-7.5,4.2,10.9,-1.8,-30.9,-47.2,60.8
5.1,3,-7.6,-0.4,5.1,-0.9,-31.2,-46.2,61.9
5.6,3,-7.4,-5.7,6.8,-1.1,-31.2,-46.2,61.9
6,3,-7.7,-3.6,14.4,1.1,-32.4,-46.6,59.9
5.7,3,-7.5,-1.8,18.8,1.1,-32.4,-46.6,59.9
5.6,3.4,-7.1,-4.6,15.7,0,-32.4,-46.9,59.6
5.9,3.3,-7.2,-12.9,19.6,-0.2,-32.4,-46.9,59.6
6.1,2.9,-7.1,-9.1,20.7,0.3,-33.1,-47.2,59.9
6.1,2.9,-7.6,-1.9,26.6,-1.4,-33.1,-47.2,59.9
6,3,-7.4,3.2,25.2,-1.4,-35,-46.9,58.4
6.1,3.4,-7.1,2.2,19.2,-2.7,-35,-46.9,58.4
6.2,3.5,-7.1,-5.3,17.4,-3.1,-35.7,-45.8,58.4
6.2,3.3,-7.2,-8.8,15.4,-2.4,-35.7,-45.8,58.4
6.1,2.7,-7.2,-3.2,9.2,-2.1,-36.9,-46.9,56
6.6,2.9,-7.4,2.4,17.7,-1.5,-36.9,-46.9,56
6.5,3.4,-7.1,0.2,22.9,0.3,-37.9,-48.1,56.4
6.2,3.5,-6.8,-10.5,22.1,1.3,-37.9,-48.1,56.4
6.3,3.5,-6.8,-14.8,16.4,0.6,-38.2,-48.4,56
6.6,2.8,-7.2,-15.5,19.4,0.3,-38.2,-48.4,56
6.8,2.6,-7.1,-0.2,23.1,0.2,-38.2,-48.4,56
6.5,3.5,-6.6,6.1,18.6,-0.9,-39.8,-48.4,54.4
6.6,3.7,-6.6,-3.7,21.3,-1.9,-39.8,-48.4,54.4
6.3,3,-6.6,-6.7,21.1,-1.5,-40.2,-48.4,52.4
6.3,2.8,-6.7,1.6,16.9,-2.8,-40.2,-48.4,52.4
6.7,3.2,-6.6,4.8,14.8,-1.9,-41,-48.4,53.2
6.6,3.5,-6.9,0.4,7.2,0.6,-41,-48.4,53.2
7.1,3.1,-7.1,-7.4,10,0.8,-42.1,-49.1,51.6
7.1,2.9,-7.1,-4.6,10.5,2.6,-42.1,-49.1,51.6
7.1,3,-6.8,5.1,11.2,2,-42.5,-49.1,52.4
7.1,3.4,-6.5,10,11.7,1.6,-42.5,-49.1,52.4
6.9,3.7,-5.9,5.9,11.8,1.1,-43.6,-49.5,51.6
6.7,3.6,-5.8,-0.9,6,2.3,-43.6,-49.5,51.6
6.9,3.3,-6,-9.9,10.2,1.1,-44.2,-49.1,52.1
6.5,3,-6.1,-4.9,13.9,0.5,-44.2,-49.1,52.1
6.6,3.1,-6,1.6,12.8,0.1,-43.9,-49.1,50.9
7,3.4,-5.8,0.9,12.6,0.9,-43.9,-49.1,50.9
7.5,3.5,-5.8,-11.5,15,4.1,-45.7,-47.2,50.9
7.5,3.2,-6.2,-17.2,16.7,4.4,-45.7,-47.2,50.9
7.5,2.9,-6.2,-13.8,19.1,4.4,-46.1,-48.1,48.5
7.5,2.9,-6.2,-6.5,18.4,3.4,-46.1,-48.1,48.5
7.5,3.2,-6.1,1.6,17.5,2.4,-46.9,-49.9,48.5
7.2,3.2,-5.7,3.8,14.9,2.1,-46.9,-49.9,48.5
7.2,3.4,-5.6,2.8,9.3,1.7,-48.4,-49.9,46.5
6.9,3.4,-5.9,-1.5,3.5,3.2,-48.4,-49.9,46.5
7.5,3.4,-5.8,-9.5,5.2,2.9,-48.8,-48.7,47.8
7.5,3,-6,-7.2,8.4,4.8,-48.8,-48.7,47.8
7.5,3,-5.9,1.6,10.1,2.8,-48.7,-48.7,47
7.4,3.4,-5.9,4.9,11.3,1.4,-48.7,-48.7,47
7.3,3.5,-5.8,2.9,8.7,1.4,-49.1,-47.7,46.5
7.5,3.5,-5.8,2.1,6.9,1.2,-49.1,-47.7,46.5
7.6,3.6,-5.8,-1.8,5.8,2.3,-50.2,-48.7,47.4
7.3,3.5,-5.7,-4.1,5.8,2.8,-50.2,-48.7,47.4
7.4,3.3,-5.9,-3.1,3.1,1.1,-49.9,-46.6,46.2
7.4,3.5,-5.8,0.6,3.2,-0.9,-49.9,-46.6,46.2
7.3,3.5,-5.6,1.4,2.6,-1.2,-49.9,-48.7,46.2
7.4,3.4,-5.5,-1,0.6,-2.5,-49.9,-48.7,46.2
7.4,3.3,-5.5,-2.8,1,-3,-50.6,-47.7,45.4
7.5,3.2,-5.5,-2.9,3,-2.9,-50.6,-47.7,45.4
7.5,3,-5.5,-3,3.7,-2.4,-50.6,-48.4,45
7.5,3,-5.5,1.4,4,-2.9,-50.6,-48.4,45
7.6,3.1,-5.5,2.6,4.5,-2.8,-50.2,-49.1,45
7.5,3.3,-5.4,-1.4,3.2,-1.1,-50.2,-49.1,45
7.7,2.9,-5.5,-2.2,1.7,0,-51,-46.9,44.2
7.7,2.9,-5.4,3.2,1.5,-1.4,-51,-46.9,44.2
7.7,3.2,-5.4,2.9,0.9,-0.8,-51,-49.1,46.2
7.7,3,-5.4,1.8,0.2,0.6,-51,-49.1,46.2
7.7,3.2,-5.3,3.4,0.9,1.1,-51,-49.9,44.2
7.7,3.2,-5.3,1.8,1.4,2,-51,-49.9,44.2
7.8,3.2,-5.3,1.5,1.9,2.1,-50.2,-49.9,44.2
7.7,3.3,-5.4,2.9,4.1,2.1,-50.2,-49.9,44.2
7.6,3.4,-5.3,2.5,4.5,2.3,-51.4,-47.2,44.2
7.6,3.5,-5.4,-0.4,3.7,2.8,-51.4,-47.2,44.2
7.7,3.3,-5.3,-1.1,2.8,3.2,-50.2,-48.1,45
7.7,3.3,-5.4,0.3,3.2,2.3,-50.2,-48.1,45
7.7,3.5,-5.4,1.2,3,1.5,-51.2,-47.2,45
7.7,3.5,-5.4,0.1,3.6,1,-51.2,-47.2,45
7.7,3.2,-5.4,0.4,4.1,0.4,-51.4,-47.2,44.6
7.7,3.3,-5.4,1.7,4.4,-0.6,-51.4,-47.2,44.6
7.7,3.4,-5.3,0.8,4.9,-0.2,-51.7,-47.2,43.4
7.6,3.2,-5.4,0,4.1,-0.9,-51.7,-47.2,43.4
7.7,3.2,-5.4,0.6,4.4,-1.4,-52.8,-48.7,44.6
7.8,3.1,-5.3,1.1,4.1,-1.3,-52.8,-48.7,44.6
7.8,3.1,-5.3,2.7,3.8,-1.8,-52.4,-48.7,44.2
7.8,3.2,-5.2,2.7,3.2,-1.8,-52.4,-48.7,44.2
7.7,3.2,-5.2,2.2,2.9,-0.2,-52.4,-46.9,43.8
7.7,3.1,-5.1,1.6,2.8,-0.1,-52.4,-46.9,43.8
7.8,3.2,-5.2,0.6,1.6,0,-52.8,-48.1,45.4
7.7,3.1,-5.2,0.8,1.8,0.3,-52.8,-48.1,45.4
7.8,3.1,-5.1,0.9,1.8,-0.2,-52.4,-46.6,42.6
7.9,3.1,-5,0.6,1.4,0.2,-52.4,-46.6,42.6
7.8,3.1,-5.1,0.8,2.4,0.4,-52.4,-46.6,43.4
7.8,3.3,-5,0.8,2.8,0.7,-52.4,-46.6,43.4
7.8,3.2,-5.1,-0.9,2.6,0.6,-51.7,-48.4,43.4
7.8,3.2,-5,-0.4,3.2,0.4,-51.7,-48.4,43.4
7.8,3.2,-5,-0.2,4.2,0.5,-52.4,-48.4,43.8
7.9,3.3,-5,-1.6,4.6,0.6,-52.4,-48.4,43.8
7.8,3.3,-5.1,-2,4.9,0.9,-52.8,-49.5,45
7.9,3.1,-5.1,-1.8,3.8,0.6,-52.8,-49.5,45
7.9,3.1,-5.1,-0.1,4.2,0,-53.2,-48.4,43
7.8,3.4,-5,1,3.4,-0.1,-53.2,-48.4,43
7.9,3.3,-5.1,-0.2,2.4,-0.2,-53.6,-49.1,43
7.9,3.2,-5.1,-1.1,2,-0.5,-53.6,-49.1,43
7.9,3.2,-5,0.3,2.6,-0.7,-53.2,-48.4,43
7.8,3.2,-5,-0.2,2.4,-0.7,-53.2,-48.4,43
7.9,3.3,-5,-0.2,1.8,-0.9,-53.2,-48.1,43
7.8,3.2,-5.1,1.3,1.6,-1.7,-53.2,-48.1,43
7.9,3.3,-5,1.1,1.4,-1.7,-53.2,-46.9,43
7.8,3.3,-5,-0.1,-0.8,-1,-53.2,-46.9,43
7.9,3.3,-5,0.5,-0.6,-1.9,-53.2,-48.7,42.2
7.8,3.2,-5,0.9,-0.9,-2.5,-53.2,-48.7,42.2
7.9,3.3,-5,0.6,-1,-1.9,-53.9,-46.9,42.2
7.9,3.3,-4.9,-1.1,-0.7,-1.5,-53.9,-46.9,42.2
7.9,3.2,-5,-0.7,-0.2,-1.6,-52.8,-46.9,42.2
7.8,3.2,-5,1.1,-0.4,-1.8,-52.8,-46.9,42.2
7.9,3.3,-4.9,-1.1,-1.3,-1.7,-52.8,-47.2,42.6
7.9,3.3,-4.9,-1.8,-0.8,-1.1,-52.8,-47.2,42.6
7.8,3.2,-5,-0.2,-0.5,-1.4,-52.8,-46.6,43.8
7.9,3.3,-5,-0.2,-0.2,-1.6,-52.8,-46.6,43.8
7.9,3.3,-4.9,-1.1,-0.2,-1,-51.7,-47.2,43
7.9,3.3,-5,-2.7,0.2,-0.8,-51.7,-47.2,43
7.8,3.4,-4.9,-5.1,0.7,-0.1,-52.4,-46.9,43
7.8,3.5,-4.9,-11.2,1.6,1.3,-52.4,-46.9,43
7.8,3.5,-4.8,-17.2,0.9,1.6,-53.2,-49.9,43
7.9,3.6,-4.9,-22.4,1.4,2.4,-53.2,-49.9,43
7.8,3.8,-4.8,-34,3.4,3.6,-53.2,-50.2,42.6
7.9,3.8,-4.4,-38.5,-4.2,5.6,-53.2,-50.2,42.6
7.9,3.4,-4.9,-43.1,-0.2,6.1,-52.4,-50.6,41.8
7.9,3.5,-4.8,-38.7,4.2,4.8,-52.4,-50.6,41.8
7.7,4.3,-4.5,-53,6.5,7.5,-52.4,-50.6,41.8
7.8,4.5,-4.2,-78.5,3.9,8.9,-55.1,-49.5,38.6
7.9,3.6,-4.3,-76.9,-5,11.6,-55.1,-49.5,38.6
8.1,3.2,-4.7,-60.8,-0.7,8.1,-54.7,-52.1,36.7
8.1,4.3,-4.4,-60.5,9.2,8.9,-54.7,-52.1,36.7
7.9,5.1,-3.8,-75.6,6.6,13.1,-53.9,-54.4,33.9
7.9,4.5,-3.7,-87.2,2.6,10.1,-53.9,-54.4,33.9
8,4,-4,-81.7,-0.2,12.2,-54.2,-54,30.7
8.1,4.5,-3.8,-76.3,2.9,11.6,-54.2,-54,30.7
8.1,4.7,-3.5,-90.8,8.1,13.4,-55.1,-57.2,25.1
8,4.7,-3,-99.5,4.3,14.2,-55.1,-57.2,25.1
8.2,4.5,-3.2,-102,2.4,12.6,-56.2,-57.2,20.8
8.2,4.5,-3.1,-99.8,3.9,14.5,-56.2,-57.2,20.8
8.3,4.7,-2.9,-103.6,6.2,17.3,-56.5,-59,16.8
8.3,4.6,-2.5,-106.1,6,18.4,-56.5,-59,16.8
8.3,4.3,-2.4,-103.8,5.4,18.7,-57.2,-57.1,10.9
8.4,4.3,-2.2,-99.1,4.9,18.2,-57.2,-57.1,10.9
8.5,4.5,-2,-89.4,8.5,19.2,-59,-57.2,5.8
8.3,4.6,-1.6,-86.2,8.7,19.1,-59,-57.2,5.8
8.3,4.6,-1.6,-82.3,4.9,18.9,-59.4,-57.2,-0.2
8.5,4.4,-1.5,-77.3,2.8,17.8,-59.4,-57.2,-0.2
8.6,4.3,-1.4,-67.4,2,16.5,-60.9,-54.4,-3.5
8.7,4.2,-1.3,-59,2.6,17,-60.9,-54.4,-3.5
8.6,4.3,-1.1,-44.5,4.2,14.4,-61.6,-54.4,-7.6
8.6,4.5,-1,-38.7,4.3,13.6,-61.6,-54.4,-7.6
8.6,4.6,-0.9,-32.2,5.1,11.6,-62.4,-52.1,-10.4
8.6,4.6,-0.7,-28.3,4.7,10.1,-62.4,-52.1,-10.4
8.7,4.7,-0.7,-29.2,4.5,9.2,-62.9,-51.8,-12.5
8.6,4.7,-0.6,-30.4,4.3,9.2,-62.9,-51.8,-12.5
8.7,4.9,-0.5,-36.4,2,7.5,-64,-49.8,-14.2
8.7,5,-0.5,-44.3,4,5.5,-64,-49.8,-14.2
8.6,5,-0.3,-58.8,1.2,6.1,-64,-49.5,-16.2
8.6,4.3,-0.4,-59.8,-1.1,6.5,-64,-49.5,-16.2
8.8,4.8,-0.2,-61.1,0.8,1.6,-64,-48.1,-17.4
8.5,4.5,-0.1,-64.9,2.6,1.4,-64,-48.1,-17.4
8.6,4.1,0,-62.8,-1.6,1.6,-63.6,-46.6,-20.6
8.7,4,0.1,-55.5,-2.6,1.1,-63.6,-46.6,-20.6
8.8,4,0.1,-43.3,-0.6,-0.7,-64,-45.5,-22.6
8.8,4,0.2,-37.2,0,-1.4,-64,-45.5,-22.6
8.8,4,0.3,-30.7,-0.1,-1.5,-64.7,-44,-25.5
8.8,4.1,0.4,-24.2,0.3,-0.9,-64.7,-44,-25.5
8.8,4.3,0.4,-24,2.6,-1.3,-63.6,-44,-27
8.7,4.2,0.4,-24.4,2.1,0.1,-63.6,-44,-27
8.7,4,0.5,-21.4,0.5,0.9,-63.6,-43.2,-28.2
8.8,4,0.6,-14.1,-0.1,0.1,-63.6,-43.2,-28.2
8.7,4.1,0.6,-10,1.1,0.5,-63.2,-43.2,-28.2
8.6,4,0.5,-5,-0.6,1.2,-63.2,-43.2,-28.2
8.8,4,0.6,-0.4,-1.4,2,-63.6,-42.1,-29
8.7,4,0.6,7.9,-0.5,1.5,-63.6,-42.1,-29
8.9,4.3,0.7,11.4,-2.6,3,-63.6,-41.4,-28.2
8.7,4.4,0.7,7.9,1.8,-1.9,-63.6,-41.4,-28.2
8.7,4.5,0.7,2.3,0.7,0.8,-63.6,-42.1,-28.2
8.7,4.3,0.6,-6.1,-0.4,-0.1,-63.6,-42.1,-28.2
8.7,4,0.5,-6.4,-0.4,0.3,-64.7,-42.5,-27.5
8.8,3.9,0.5,-0.8,-1.2,-0.1,-64.7,-42.5,-27.5
8.9,4.2,0.5,2.6,-0.7,0.4,-64,-42.1,-28.2
8.8,4.3,0.6,2.2,1.2,0.4,-64,-42.1,-28.2
8.7,4.3,0.6,-0.9,1.2,0,-63.6,-41.8,-29.5
8.7,4.2,0.6,-2.9,0.5,-1,-63.6,-41.8,-29.5
8.7,4.2,0.6,-3.2,-0.4,-1.1,-64,-41.8,-29.1
8.8,4.2,0.6,-0.9,-0.8,-1.8,-64,-41.8,-29.1
8.8,4.2,0.6,0.2,-0.7,-2,-62.9,-41.8,-28.2
8.9,4.2,0.7,-0.1,0.5,-2.5,-62.9,-41.8,-28.2
8.7,4.2,0.7,-2.8,1.9,-1.4,-63.2,-41.7,-28.7
8.7,4.1,0.7,-4.9,0.6,1.4,-63.2,-41.7,-28.7
8.8,4.2,0.7,-5.6,1.6,1.5,-64,-41.7,-27.9
8.7,4.1,0.7,-6.1,2,2.6,-64,-41.7,-27.9
8.7,4.1,0.7,-4.8,2.2,2.4,-63.6,-41.7,-29.5
8.7,4.2,0.7,-3.1,2.7,2.6,-63.6,-41.7,-29.5
8.8,4.3,0.8,-3.6,2.9,1.1,-64,-41,-29.9
8.8,4.4,1,-6.3,4.2,0.2,-64,-41,-29.9
8.7,4.3,1.2,-13.6,4.4,-1.1,-62.9,-41.4,-29.9
8.7,4.2,1.1,-17.1,2.3,-1.4,-62.9,-41.4,-29.9
8.9,3.9,1.2,-18.8,1.9,-1.9,-62.9,-40.6,-29.9
8.9,4.2,1.3,-13.2,5.3,-1.1,-62.9,-40.6,-29.9
8.9,4.3,1.3,-11.1,7.5,-2.1,-62.9,-40.6,-29.5
8.7,4.1,1.5,-13.2,10.7,0.1,-62.9,-40.6,-29.5
8.7,4.5,1.6,-13.2,11.1,0.4,-63.2,-39.9,-31.9
8.8,4.2,1.6,-18.2,11.4,0.8,-63.2,-39.9,-31.9
8.7,4.3,1.6,-17.9,12.6,-0.2,-61.4,-39.1,-32.2
8.8,4.2,1.8,-15.8,14.6,-1.4,-61.4,-39.1,-32.2
8.8,4.3,1.9,-15.2,17.6,-2,-62.5,-39.5,-33.9
8.8,4.3,2,-15.6,19.9,-2.4,-62.5,-39.5,-33.9
8.7,4.5,2.1,-21.5,19.8,-3.6,-61.4,-39.1,-35.9
8.8,3.9,1.9,-17.9,20.8,-3.3,-61.4,-39.1,-35.9
8.7,4,1.9,-14.6,21.6,-4.1,-61,-38,-37.4
8.7,4.1,2,-7.6,22.4,-4,-61,-38,-37.4
