"ch1","ch2","ch3","ch4","ch5","ch6","ch7","ch8","ch9"
-3,0.7,-8.8,2.6,-17.1,3.7,41.6,-29.9,61.1
-3,0.8,-8.7,2,-17.9,4.4,42.4,-30.7,60.4
-3,0.8,-8.7,-0.1,-17.6,5.6,42.4,-30.7,60.4
-3.1,0.8,-8.7,1,-17.1,5.4,42.7,-29.5,61.1
-3.3,0.8,-9.2,2.1,-16.4,3.3,42.7,-29.5,61.1
-3.4,0.8,-9.1,3.8,-18.1,3.8,43.5,-30.7,59.9
-3.3,0.9,-9.1,2.7,-19.2,2.2,43.5,-30.7,59.9
-3.4,0.8,-9.2,2.9,-19.9,2.2,45,-30.2,59.5
-3.4,0.8,-9.2,3.4,-21.4,2.6,45,-30.2,59.5
-3.5,0.9,-9.1,2.9,-20.3,3.2,46.1,-29.8,58
-3.7,0.8,-9.2,2.9,-20.1,3.3,46.1,-29.8,58
-3.8,0.7,-8.9,4.4,-21.5,4.7,45.7,-30.2,58
-3.9,0.9,-8.8,4.1,-21.6,4.9,45.7,-30.2,58
-3.9,0.9,-8.8,0.1,-20.9,4.3,46.9,-29.5,57.5
-4,0.8,-8.6,1,-21.6,4.1,46.9,-29.5,57.5
-4,0.8,-8.7,2.5,-22.1,3.4,46.9,-29.5,57.5
-4,0.8,-8.7,2.2,-21.2,3.5,47.5,-29.9,56.8
-4.1,0.7,-8.6,3.9,-18.6,4.2,47.5,-29.9,56.8
-4.2,0.6,-8.7,5.4,-18.6,4.9,47.8,-30.2,56
-4.3,0.8,-8.7,4.8,-19.6,5.4,47.8,-30.2,56
-4.5,0.6,-8.7,4.9,-20.2,6.4,49.7,-29.9,55.2
-4.5,0.8,-8.7,4.9,-21.6,5.9,49.7,-29.9,55.2
-4.6,0.5,-8.7,3.9,-21.4,5.9,50.8,-29.9,55.5
-4.7,0.7,-8.4,6.5,-23.7,6.4,50.8,-29.9,55.5
-4.7,0.9,-8.3,5.5,-24.6,7.6,49.6,-29.1,54
-4.8,0.8,-8.3,3.4,-23.4,6.7,49.6,-29.1,54
-4.9,0.7,-8.2,1.2,-23,5.8,51.8,-30.2,53.2
-4.9,0.6,-8.1,3.7,-23.8,6.1,51.8,-30.2,53.2
-4.9,0.8,-7.8,6.6,-23.2,6.7,52.6,-29.9,51.2
-4.9,0.9,-7.9,4.8,-21,6.4,52.6,-29.9,51.2
-5.1,0.7,-8,1.6,-18.6,6.6,53.1,-29.9,51.6
-5,0.6,-8,2.2,-18.3,6.8,53.1,-29.9,51.6
-5.1,0.6,-7.8,5.7,-15.7,7.1,53.7,-30.7,50.4
-5.2,0.7,-7.8,5.6,-14.4,7.1,53.7,-30.7,50.4
-5.1,0.8,-8,5.7,-14.7,7.2,54.8,-29.9,51.2
-5.3,0.9,-7.8,1.4,-12.1,7.2,54.8,-29.9,51.2
-5.4,0.7,-7.8,-0.6,-12.9,5.6,54.2,-30.2,49.2
-5.3,0.7,-7.6,3.8,-13.4,5.9,54.2,-30.2,49.2
-5.4,1.1,-7.6,2.1,-9,6.2,55.1,-31,49.2
-5.6,1,-7.6,-1.8,-8.2,5,55.1,-31,49.2
-5.5,0.7,-7.7,-1.2,-9.7,2.7,55.4,-30.7,48
-5.5,0.8,-7.6,2.1,-8.4,2.9,55.4,-30.7,48
-5.6,0.9,-7.8,2.7,-6.4,3,55.8,-30.7,48.4
-5.7,0.8,-7.8,1.6,-6.8,2.9,55.8,-30.7,48.4
-5.7,0.7,-7.9,1.3,-9.2,2.9,55.4,-31,48.9
-5.6,0.8,-7.9,1.4,-9.6,3.3,55.4,-31,48.9
-5.8,0.7,-7.9,0.3,-11.2,4.4,56.1,-31.4,46.9
-5.6,1,-7.7,0.3,-12.8,3.8,56.1,-31.4,46.9
-5.9,0.8,-7.6,-1.8,-10.7,4.2,56.2,-30.7,47.2
-5.8,1,-7.7,-0.6,-14.1,3.1,56.2,-30.7,47.2
-5.8,0.9,-7.6,0.1,-12.9,2.2,57.2,-31.8,47.2
-5.8,1,-7.3,1.3,-13.2,2.1,57.2,-31.8,47.2
-5.8,1,-7.5,-3.4,-12.9,1.5,57.6,-32.2,46
-5.9,0.9,-7.7,-4.1,-13.6,2.4,57.6,-32.2,46
-5.8,0.9,-7.5,-2.6,-14.7,2.7,57.6,-31.4,46
-6,0.9,-7.4,-5.6,-11.9,2.8,57.6,-31.4,46
-6.1,0.7,-7.5,-3.2,-14.9,2.9,58,-31.4,45.2
-6,1,-7.5,-1.9,-16.6,1.8,58,-31.4,45.2
-6.2,1,-7.3,-3.4,-14.4,2.6,57.6,-31.8,44.5
-6.2,0.9,-7.2,-2.1,-18.2,2.2,57.6,-31.8,44.5
-6.2,1.1,-7,-3.4,-17.1,1.8,57.9,-32.5,42.9
-6.4,1.2,-7,-5.4,-16.2,1.9,57.9,-32.5,42.9
-6.4,1,-7,-4.6,-15.4,1.7,59,-32.9,42.1
-6.4,1.1,-6.8,-0.6,-13.7,2.4,59,-32.9,42.1
-6.6,1.3,-6.7,-1,-11.8,1.8,60.6,-33.2,41.7
-6.5,1.3,-6.7,-4.1,-11.4,1.1,60.6,-33.2,41.7
-6.4,1.3,-6.6,-4.9,-9.7,0.4,59.4,-33.2,41.2
-6.5,1.2,-6.6,-4.1,-5.8,0.8,59.4,-33.2,41.2
-6.5,1.1,-6.7,-3.6,-3.6,0.7,60.1,-32.9,40.5
-6.6,1.1,-6.7,1.1,-4.1,1.6,60.1,-32.9,40.5
-6.6,1.3,-6.9,0.1,-2.5,0.1,60.5,-32.9,40.5
-6.7,1.2,-6.9,-1,-2.2,0.4,60.5,-32.9,40.5
-6.7,1.1,-7,-1.1,-3.2,0.5,60.5,-33.2,40.5
-6.7,1.2,-7,-0.1,-3.3,0.9,60.5,-33.2,40.5
-6.7,1.3,-6.9,0.4,-3.9,2.2,60.8,-33.6,41.2
-6.7,1.5,-6.8,-0.1,-5,2.6,60.8,-33.6,41.2
-6.8,1.4,-6.8,-3.7,-4.1,1.4,61.1,-32.4,40.5
-6.7,1.3,-6.6,-2.8,-5.7,1,61.1,-32.4,40.5
-6.6,1.4,-6.7,-0.8,-4.1,0.6,60.7,-33.6,39.2
-6.7,1.4,-6.6,-0.6,-3.7,1.1,60.7,-33.6,39.2
-6.7,1.3,-6.8,-2.5,-3,0.1,60.4,-33.2,40.1
-6.7,1.1,-6.8,-1.1,-3.5,0.6,60.4,-33.2,40.1
-6.6,1.4,-6.7,1.2,-4.2,1,59.6,-33.6,40.5
-6.8,1.2,-6.8,0.2,-2.6,1.4,59.6,-33.6,40.5
-6.7,1.3,-6.8,0,-3.9,0.9,60,-33.6,38.8
-6.9,1.4,-6.8,1.3,-3.8,1.9,60,-33.6,38.8
-6.8,1.4,-6.7,0.7,-5.2,1.5,61.1,-33.2,38.4
-6.7,1.6,-6.5,-1.4,-5.8,0.9,61.1,-33.2,38.4
-6.9,1.2,-6.5,-3.4,-3,-0.2,61.4,-33.2,39.2
-6.7,1.3,-6.5,1.2,-3,0.6,61.4,-33.2,39.2
-6.7,1.5,-6.5,-2.1,0.1,0.4,61.8,-33.6,38.8
-6.8,1.2,-6.7,-2.9,-0.9,-0.1,61.8,-33.6,38.8
-6.6,1.3,-6.7,0.4,-1.5,-0.1,61.1,-34.2,38.4
-6.7,1.4,-6.6,1.4,2,1.2,61.1,-34.2,38.4
-6.8,1.5,-6.6,-0.1,1.1,0.2,60.7,-33.9,38
-6.7,1.4,-6.7,-0.9,1.7,0,60.7,-33.9,38
-6.8,1.5,-6.4,-1,1.9,0.9,61.4,-33.9,39.6
-6.8,1.6,-6.5,-5.5,4.1,0.3,61.4,-33.9,39.6
-6.8,1.4,-6.5,-7.6,5.6,-1.4,61.2,-33.6,38
-6.8,1.1,-6.8,-1.4,6.1,-1.1,61.2,-33.6,38
-6.7,1.2,-7,3.9,5.1,-0.1,61.1,-33.9,38.9
-6.7,1.5,-6.8,2.9,3.9,1.2,61.1,-33.9,38.9
-6.8,1.6,-6.8,-3.9,4.4,0.1,59.9,-33.9,38.5
-6.7,1.3,-6.9,-5.4,1.8,-0.3,59.9,-33.9,38.5
-6.7,1.1,-6.9,-1.2,2.2,0.8,60,-34.2,39.2
-6.6,1.4,-6.8,3.8,1.2,1.5,60,-34.2,39.2
-6.8,1.7,-6.7,-0.4,1.8,1.1,60.7,-33.9,39.7
-6.7,1.4,-6.9,-3.9,0.3,-1.3,60.7,-33.9,39.7
-6.7,1.2,-6.8,-0.6,-0.4,-1,60,-33.9,38.4
-6.6,1.4,-6.8,2.5,0.3,-0.3,60,-33.9,38.4
-6.7,1.6,-6.7,-0.1,0.9,-0.1,60.4,-33.9,40
-6.6,1.5,-6.7,-3.6,1,-0.5,60.4,-33.9,40
-6.6,1.3,-6.8,-2.4,1.4,-0.4,60.4,-33.9,38.4
-6.6,1.4,-6.8,-0.8,3.1,0.2,60.4,-33.9,38.4
-6.8,1.4,-7,0.2,1.8,-0.1,60.4,-34.2,38.9
-6.7,1.4,-6.8,2.2,0.2,-0.2,60.4,-34.2,38.9
-6.7,1.5,-6.8,0.9,1.1,-0.6,60,-34.2,40.1
-6.7,1.4,-6.9,-0.2,0.1,-0.6,60,-34.2,40.1
-6.7,1.4,-6.8,-0.1,-0.8,0,59.6,-34.6,39.2
-6.6,1.5,-6.8,-0.5,-0.2,-0.3,59.6,-34.6,39.2
-6.7,1.4,-6.8,0.4,0.6,0,59.6,-34.6,39.2
-6.6,1.5,-6.7,1.9,0.4,1.1,60.7,-33.6,39.7
-6.6,1.7,-6.7,-2.4,2.7,1.1,60.7,-33.6,39.7
-6.7,1.4,-6.8,-6.1,3.8,0,60.7,-33.9,39.7
-6.6,1.2,-6.9,-4.7,3.5,0.2,60.7,-33.9,39.7
-6.6,1.4,-6.8,1,4.8,1.4,59.6,-34.2,40
-6.6,1.7,-6.7,0.2,4.6,1.3,59.6,-34.2,40
-6.6,1.8,-6.7,-11.6,5.8,0.1,59.6,-33.9,39.6
-6.5,1.7,-6.8,-18.2,5.8,-0.4,59.6,-33.9,39.6
-6.6,1.1,-7.2,-21.2,8.6,-0.9,58.9,-34.2,40
-6.8,0.7,-7.4,-11.1,6.3,1.4,58.9,-34.2,40
-6.7,1.4,-7,13.7,0.8,5.8,59.6,-35,40.1
-6.7,2.4,-6.7,12.6,-2.1,9.1,59.6,-35,40.1
-6.9,1.9,-6.9,-4.2,2.9,2.1,60.4,-35,38.9
-6.6,1.4,-7.2,-8,-1.6,-0.8,60.4,-35,38.9
-6.4,1.3,-7.1,1.6,-1.4,2.1,58.5,-35.7,39.2
-6.7,1.9,-6.8,3.4,-1.6,3.4,58.5,-35.7,39.2
-6.6,2,-6.7,-4.2,-2.7,0.6,58.9,-35.7,39.7
-6.3,1.8,-6.8,-7.9,-1.5,0.1,58.9,-35.7,39.7
-6.3,1.8,-6.8,-11.2,1.6,0.1,59.2,-35.7,39.2
-6.3,1.6,-6.9,-12.9,1.9,0.1,59.2,-35.7,39.2
-6.3,1.4,-6.9,-5.8,2.2,1.4,59.2,-35.4,39.2
-6.4,1.6,-6.7,2.1,2.6,3,59.2,-35.4,39.2
-6.5,2.1,-6.7,1.6,4.8,2,58.8,-36.9,38.5
-6.6,1.8,-6.8,-2.3,4.8,0.6,58.8,-36.9,38.5
-6.5,1.6,-7,-1.2,2.9,-0.1,57.7,-36.5,38.5
-6.5,1.8,-7,0.6,3.7,-0.3,57.7,-36.5,38.5
-6.6,1.8,-6.8,-0.4,2.9,-0.1,58.9,-36.5,40.1
-6.4,1.8,-6.9,-1.8,2.6,-2.1,58.9,-36.5,40.1
-6.4,1.7,-6.9,-0.4,3,-0.7,58.5,-36.1,39.2
-6.4,1.8,-7,1.2,2.3,-0.1,58.5,-36.1,39.2
-6.4,1.8,-6.9,0.9,3.3,-0.1,59.2,-37.2,39.7
-6.4,1.9,-6.9,0.8,3.1,-0.5,59.2,-37.2,39.7
-6.4,1.8,-6.9,0.1,4.1,-0.5,57.8,-37.2,39.7
-6.3,1.8,-7,0.9,3.6,-0.5,57.8,-37.2,39.7
-6.4,1.9,-7,0.6,4.7,-0.1,57.8,-36.1,40.9
-6.5,1.7,-7.1,-1,3.4,-0.1,57.8,-36.1,40.9
-6.2,1.9,-6.9,0.1,2.4,-0.1,57.8,-36.1,40.9
-6.4,1.8,-7,-2,4.4,-0.2,57.8,-36.1,40.9
-6.3,1.7,-7,-1.9,2.6,-1.4,57.8,-37.2,40.9
-6.2,1.7,-6.9,0.6,4.3,-1,57.8,-37.2,40.9
-6.2,1.9,-6.7,1.3,5.8,-0.8,58.1,-36.9,41.2
-6.2,1.7,-7,-1.8,8.4,-1.8,58.1,-36.9,41.2
-6.2,1.5,-7.1,0.6,8.9,-0.8,57.8,-36.5,41.7
-6.1,1.8,-7.1,3.8,10.1,0.1,57.8,-36.5,41.7
-6.3,1.9,-7.2,0.8,10.6,-0.2,57.8,-36.5,40.4
-6.3,1.7,-7.4,-0.6,8.8,-1.4,57.8,-36.5,40.4
-6.2,1.4,-7.6,3.9,7.1,-1.1,57.4,-36.1,41.7
-6.3,1.9,-7.5,10.8,3.7,0.8,57.4,-36.1,41.7
-6.4,2.1,-7.2,5.4,2.7,-0.1,56.6,-36.9,42.8
-6.3,1.9,-7.3,-3.4,-0.4,-2.9,56.6,-36.9,42.8
-6.1,1.6,-7.2,-1.8,0.8,-2.4,57,-35.7,42.8
-6.1,1.8,-7,4.9,1.6,-0.9,57,-35.7,42.8
-6.1,2,-7,2.1,3.8,-2,57.4,-36.1,41.6
-6.1,1.7,-7.2,-2.8,5.3,-2.4,57.4,-36.1,41.6
-6,1.5,-7.3,-2.3,6,-2.2,57.8,-35.4,42.1
-6,1.4,-7.4,0.2,6.7,-1.4,57.8,-35.4,42.1
-6,1.5,-7.4,3.7,5.7,0,57.2,-36.1,41.2
-6,1.6,-7.4,3.2,6.5,-0.2,57.2,-36.1,41.2
-6,1.6,-7.4,2.1,5.9,-0.3,56.9,-35.4,42.5
-6,1.8,-7.4,0.6,5.6,0.1,56.9,-35.4,42.5
-6,1.6,-7.4,-1.4,5,0.4,56.9,-35.4,43.7
-5.9,1.6,-7.5,-1.3,4.8,-0.1,56.9,-35.4,43.7
-5.9,1.6,-7.4,-1.1,5.6,0,56.5,-35,42.8
-5.9,1.7,-7.5,-0.1,5.6,-0.3,56.5,-35,42.8
-5.9,1.7,-7.5,0.7,5.2,-0.9,55.8,-35.4,43.7
-6,1.6,-7.5,0.1,5.6,-1.1,55.8,-35.4,43.7
-5.9,1.6,-7.6,0.2,4.1,-0.8,55,-35.7,44
-5.9,1.7,-7.4,0.1,3.7,-0.8,55,-35.7,44
-5.8,1.7,-7.4,-1.2,3.8,-1,55.8,-35.4,42.9
-5.8,1.6,-7.6,-1.4,4.1,-1.4,55.8,-35.4,42.9
-5.7,1.8,-7.5,1.4,4,-0.6,56.5,-36.1,44.5
-5.9,1.8,-7.6,-0.9,6.7,-1.1,56.5,-36.1,44.5
-5.8,1.5,-7.7,-2.6,4.8,-1.9,55,-36.1,44.5
-5.8,1.6,-7.6,0.4,5.3,-0.6,55,-36.1,44.5
-5.8,1.7,-7.6,0,5.8,0.2,55,-35,44.9
-5.8,1.7,-7.7,-1.4,4.2,0.2,55,-35,44.9
-5.7,1.7,-7.5,-0.3,4.4,0.2,55,-36.1,44
-5.7,1.8,-7.5,-2.5,5.8,-0.1,55,-36.1,44
-5.8,1.5,-7.6,-1.9,4.9,0.1,55.4,-35,45.2
-5.7,1.5,-7.6,1.6,5.4,0.7,55.4,-35,45.2
-5.7,1.7,-7.5,2.4,4.8,-0.1,54.2,-35.4,45.7
-5.6,1.8,-7.6,-1.6,6.3,-1.1,54.2,-35.4,45.7
-5.5,1.6,-7.5,-2.2,6.3,-0.7,53.5,-35.7,45.2
-5.4,1.7,-7.6,-1.2,9.2,-0.9,53.5,-35.7,45.2
-5.6,1.6,-7.7,-1.4,11.1,-0.7,54.7,-35.7,46
-5.5,1.5,-7.6,1.2,10.2,-0.1,54.7,-35.7,46
-5.3,1.8,-7.6,-0.6,13.4,0.2,54.2,-35.7,46.4
-5.5,1.5,-7.8,-1.6,13.3,0,54.2,-35.7,46.4
-5.3,1.4,-8,2,12.9,0.8,53.9,-35.7,46.5
-5.4,1.5,-8.1,6.2,13.2,2.9,53.9,-35.7,46.5
-5.4,1.9,-7.9,4.6,11.7,1.4,53.5,-36.5,47.7
-5.3,1.9,-7.9,-2.7,13.2,-0.4,53.5,-36.5,47.7
-5.4,1.5,-8.1,0.3,11,-0.1,52.1,-35.7,48.4
-5.1,1.6,-8,6.1,10.6,0.2,52.1,-35.7,48.4
-5.1,2,-7.8,1.4,13.5,-0.8,51.2,-35.7,48.4
-5.1,1.7,-7.9,-4.4,12.2,-2.8,51.2,-35.7,48.4
-4.9,1.6,-8,-3.8,13.8,-2.2,52.1,-34.6,49.6
-5,1.3,-8.3,-2.2,15.4,-1.7,52.1,-34.6,49.6
-4.9,1.4,-8.3,4.1,13.8,0,50.6,-35,50.4
-4.9,1.7,-8.1,5.2,15.4,0.7,50.6,-35,50.4
-4.9,1.8,-8.1,-0.1,15.5,-0.5,50.6,-35.7,50
-4.7,1.7,-8.2,-3.8,15.3,-1.9,50.6,-35.7,50
-4.8,1.3,-8.6,-2.6,15.5,-1.6,50.6,-35.7,50
-4.6,1.6,-8.3,3.6,13.9,0.3,49.8,-35.7,50.8
-4.7,1.9,-8.2,3.5,16.8,0.4,49.8,-35.7,50.8
-4.8,1.7,-8.4,-3.4,17.6,-0.6,49.1,-35.4,51.6
-4.6,1.3,-8.7,1,16.8,0.9,49.1,-35.4,51.6
-4.5,1.6,-8.7,8,16.7,2.6,48.2,-34.6,52
-4.5,1.9,-8.6,9.7,15.6,4.2,48.2,-34.6,52
-4.5,2.1,-8.7,-1.9,13.6,2,47.6,-35,52.8
-4.5,1.6,-8.8,-8.9,12.5,0.8,47.6,-35,52.8
-4.3,1.4,-9,-5.6,8.3,0.1,46.8,-35.4,53.2
-4.2,1.5,-8.8,-0.4,8.4,1.9,46.8,-35.4,53.2
-4.3,1.8,-8.6,-0.2,8.5,1.1,46.1,-35.4,53.2
-4.2,1.8,-8.7,-4,6.9,-0.4,46.1,-35.4,53.2
-4.1,1.3,-8.9,-3.2,5.4,-0.6,46.4,-35,54.8
-4.1,1.5,-8.8,1.2,5.2,0.4,46.4,-35,54.8
-4.2,1.8,-8.7,1.9,6.8,0.6,45.7,-36.5,55.2
-4.2,1.7,-8.8,0.6,5.5,0.7,45.7,-36.5,55.2
-4.1,1.7,-8.7,0.9,3.4,0.8,45.4,-36.5,53.5
-4.2,1.8,-8.8,-0.4,5.2,0.3,45.4,-36.5,53.5
-4.2,1.6,-8.8,1.7,2.9,-0.3,44.6,-36.5,54.4
-4.1,1.7,-8.6,3.9,3.2,0,44.6,-36.5,54.4
-4.1,1.8,-8.7,5.3,3.2,-0.1,44.9,-35.4,54
-4,1.9,-8.9,1.9,2.1,-1.8,44.9,-35.4,54
-4,1.8,-8.8,-5,-0.1,-3.4,43.8,-35.4,55.6
-4,1.7,-8.7,-8.6,-2.1,-4.1,43.8,-35.4,55.6
-4,1.6,-8.6,-8.8,-3.8,-5.1,44.6,-35.7,53.6
-4.2,1.5,-7.9,-7.3,-1.9,-3.9,44.6,-35.7,53.6
-4.1,1.6,-8.1,-11.4,2.6,-4.6,44.6,-35.4,54.8
-3.8,1.6,-9,-13.6,4.2,-4.8,44.6,-35.4,54.8
-3.9,1.4,-9.3,-5.4,4.5,-2.7,45.7,-36.1,54
-4.2,1.5,-8.8,1.5,3.4,-0.1,45.7,-36.1,54
-4.3,1.9,-8.8,6.4,1.8,0.1,44.2,-36.5,53.6
-4.2,2.1,-8.6,2.6,3.2,0,44.2,-36.5,53.6
-4.1,1.9,-8.7,-2.9,3.6,-2.1,45.2,-36.5,54
-4,1.8,-8.8,-3.2,3.1,-2.2,45.2,-36.5,54
-4.1,1.8,-8.8,-1.1,3.5,-1.5,45.2,-35.7,54.8
-4.1,1.7,-8.6,0.1,2.9,-1,45.2,-35.7,54.8
-4,1.9,-8.7,0.4,2.1,-0.8,44.6,-36.9,53.2
-4,1.8,-8.8,-1.8,3.9,-1.7,44.6,-36.9,53.2
-4,1.6,-8.8,-1.9,2.2,-2.4,44.6,-34.6,54
-3.9,1.6,-8.7,0.9,1.6,-1.4,44.6,-34.6,54
-4,1.7,-8.7,2,3.4,0.2,44.6,-36.5,54.4
-3.9,1.8,-8.9,0.4,2.2,-0.3,44.6,-36.5,54.4
-3.9,1.8,-8.9,-1.9,1.9,-0.5,44.6,-36.1,54
-4,1.6,-8.9,-1.8,2.1,-0.6,44.6,-36.1,54
-4,1.7,-8.7,0.8,0.6,-0.9,44.9,-36.5,54.8
-3.9,1.8,-8.7,1.7,0.8,-1,44.9,-36.5,54.8
-3.9,1.9,-8.8,1.4,1.1,-0.9,44.2,-35.7,55.2
-3.9,1.9,-8.8,-0.9,0.8,-1.4,44.2,-35.7,55.2
-3.9,1.8,-8.8,-1.9,1,-1.2,44.6,-35.7,55.2
-4,1.5,-8.9,1.1,0.8,-0.4,44.6,-35.7,55.2
-3.9,1.9,-8.7,4.3,-1.1,1.4,44.2,-35.7,56
-3.9,2,-8.8,0,0.4,-0.3,44.2,-35.7,56
-4,1.6,-8.9,-3.2,-0.1,-0.6,44.2,-36.5,55.2
-3.9,1.6,-9,-0.5,-2.4,-0.2,44.2,-36.5,55.2
-4,1.7,-8.8,1.5,-1.9,0.3,44.9,-35.7,55.5
-4,1.8,-8.8,2,-2.1,0.2,44.9,-35.7,55.5
-3.9,1.8,-8.8,0.2,-3.8,-0.4,44.6,-35.7,55.2
-3.9,1.9,-8.7,-1.6,-3.1,-0.2,44.6,-35.7,55.2
-3.9,1.8,-8.7,-3.5,-1.4,-1,44.6,-34.6,55.2
-3.9,1.5,-8.6,-1.1,-1.8,-0.4,44.6,-34.6,55.2
-3.8,1.8,-8.6,1.7,-0.8,0.1,44.9,-36.1,53.2
-4,1.8,-8.7,-0.8,1.2,-0.2,44.9,-36.1,53.2
-4,1.6,-8.7,-1.9,0.2,-1.2,45.2,-36.1,54.8
-3.8,1.7,-8.5,0.4,1.6,-0.4,45.2,-36.1,54.8
-3.9,1.9,-8.5,0.7,3.8,0.4,44.2,-35.4,54
-3.9,1.6,-8.6,-1.5,5,0,44.2,-35.4,54
-3.8,1.6,-8.6,-1.2,5.6,-0.9,44.2,-36.9,55.2
-3.8,1.6,-8.8,1,7.9,0.7,44.2,-36.9,55.2
-3.9,1.6,-8.8,2.8,8.9,0.9,44.9,-35.7,55.6
-3.8,1.8,-8.9,2.4,8,2.2,44.9,-35.7,55.6
-3.7,1.8,-8.9,0.2,7.9,1.8,43.8,-35.4,54.8
-3.8,1.6,-8.9,-1.8,8.4,2,43.8,-35.4,54.8
-3.7,1.9,-8.7,1.2,7.1,2.2,43.4,-36.1,56
-3.7,1.9,-8.8,0.1,8.2,1.2,43.4,-36.1,56
-3.7,1.7,-8.8,-2.3,9.6,-0.2,43.1,-36.5,56
-3.5,1.7,-8.8,0.5,8.6,-0.6,43.1,-36.5,56
-3.5,1.8,-8.7,0.9,10.5,0.2,42.2,-36.9,55.2
-3.5,1.8,-8.7,-1.4,11.2,0.6,42.2,-36.9,55.2
-3.4,1.7,-9.1,-1.8,11.9,-1,41.6,-36.1,57.2
-3.3,1.4,-9.1,3,12.2,1.1,41.6,-36.1,57.2
-3.3,1.8,-8.8,4.8,13.2,2.4,41.9,-36.1,56.4
-3.3,2,-8.8,0.1,14.7,1.4,41.9,-36.1,56.4
-3.3,1.7,-9,-1.9,15.2,0.9,41.2,-36.1,57.2
-3.2,1.6,-9,0.9,15.5,1.1,41.2,-36.1,57.2
-3.2,1.8,-8.8,0.9,16.8,1.1,40.8,-36.1,58.8
-3.1,1.9,-8.8,-0.2,17.8,0.2,40.8,-36.1,58.8
-3,1.7,-9.3,-0.7,18.4,-0.4,40.1,-36.5,58.7
-2.9,1.6,-9.2,2.9,16.9,1.2,40.1,-36.5,58.7
-2.8,1.9,-9.2,2.4,18.2,1.4,38.6,-36.5,59.5
-2.8,1.7,-9.5,2.1,17.6,0.5,38.6,-36.5,59.5
-2.8,1.4,-9.6,6.6,14.2,0.2,37.1,-36.1,59.8
-2.7,1.5,-9.6,11.2,13.6,1.3,37.1,-36.1,59.8
-2.7,1.8,-9.3,9.2,15.1,1.6,36.7,-36.1,60
-2.8,1.8,-9.3,4.8,14.1,-0.6,36.7,-36.1,60
-2.6,1.5,-9.5,5,12,-0.9,36.4,-34.2,61.2
-2.5,1.5,-9.5,5.1,10.9,-0.2,36.4,-34.2,61.2
-2.4,1.7,-9.4,1.1,12.2,1.4,34.5,-35,62.4
-2.5,1.6,-9.6,-1.6,11.9,1.7,34.5,-35,62.4
-2.4,1.4,-9.7,-0.6,9.6,1.6,34.9,-34.2,61.9
-2.4,1.6,-9.5,1.4,9.2,2.6,34.9,-34.2,61.9
-2.4,1.8,-9.5,0.1,9.8,2.8,34.9,-34.2,61.9
-2.3,1.7,-9.5,-1.4,8.8,1.9,33.7,-35,62.7
-2.2,1.7,-9.3,-1,10.1,2.1,33.7,-35,62.7
-2.3,1.8,-9.3,-1.2,11.7,1.9,33.7,-35,62.4
-2.3,1.7,-9.3,-1.8,10.8,1,33.7,-35,62.4
-2.1,1.6,-9.4,-0.9,10.5,0.4,33.4,-35.7,63.1
-2,1.6,-9.3,0.4,10.1,1.3,33.4,-35.7,63.1
-1.9,1.7,-9.5,-2.1,12.2,0.3,32.2,-35,63.1
-2,1.5,-9.6,-2.9,12.1,0.6,32.2,-35,63.1
-1.9,1.4,-9.6,-0.6,10.4,0.7,31.2,-35.7,62.7
-1.8,1.6,-9.5,1.4,10.2,1.8,31.2,-35.7,62.7
-1.8,1.6,-9.6,-0.6,11.8,1.9,30.8,-35.7,63.1
-1.8,1.6,-9.5,-1,10.7,2.2,30.8,-35.7,63.1
-1.7,1.8,-9.5,-1.7,10.7,2.2,29.9,-35.7,64.4
-1.8,1.7,-9.5,-3.2,11.9,1.3,29.9,-35.7,64.4
-1.7,1.6,-9.4,-1.9,10.7,1.6,30,-36.5,63.9
-1.6,1.7,-9.6,-1.5,10.9,0.8,30,-36.5,63.9
-1.6,1.7,-9.6,-0.8,11.4,0.9,30,-35.4,65.1
-1.5,1.8,-9.6,-1.5,11.4,0.7,30,-35.4,65.1
-1.5,1.7,-9.7,-3.1,11.2,0.1,28.2,-36.1,64.2
-1.5,1.6,-9.7,-1.1,9.9,0.7,28.2,-36.1,64.2
-1.4,1.7,-9.6,0.4,9.6,0.9,27,-36.5,64.2
-1.3,1.8,-9.5,-1.6,9.9,0.8,27,-36.5,64.2
-1.3,1.8,-9.5,-4.2,11.7,0.2,27,-36.5,65.1
-1.3,1.7,-9.6,-3.6,11.6,0.4,27,-36.5,65.1
-1.3,1.7,-9.7,-1.9,10.3,-0.2,27,-36.9,63.9
-1,1.8,-9.6,0.4,9,0.3,27,-36.9,63.9
-1.1,1.9,-9.6,-1.7,11.3,0.8,25.4,-36.9,65.1
-1.1,1.7,-9.7,-3.5,11.3,0.1,25.4,-36.9,65.1
-1,1.7,-9.6,-1.6,9.9,0.9,25.8,-36.9,65.9
-1,1.8,-9.7,-1.6,10.6,0.5,25.8,-36.9,65.9
-0.9,1.7,-9.7,-0.6,9.3,0.8,24.4,-37.6,65.5
-0.9,1.9,-9.7,1.1,9.2,0.8,24.4,-37.6,65.5
-0.9,1.9,-9.7,0.1,9.8,0.4,22.1,-37.2,66.2
-0.9,1.9,-9.7,0.1,9.1,-0.6,22.1,-37.2,66.2
-0.8,1.9,-9.6,-0.1,7.9,-0.6,22.6,-36.9,66.2
